"HEXuid_HEXidu","SumPop_2016_SommePop","SumURD_2016_SommeRH","SumTD_2016_SommeTL","Avail_5_1_75PctPlus_Dispo","Avail_50_10_Gradient_Dispo"
"SK51841023","5-25","5-25","5-25","T","0"
"SK51841024","101-250","51-100","101-250","T","0"
"SK51841026","<5","<5","<5","T","0"
"SK51841027","5-25","5-25","5-25","T","0"
"SK51841028","<5","<5","<5","T","0"
"SK51841029","5-25","5-25","5-25","T","0"
"SK51841030","5-25","5-25","5-25","T","0"
"SK51841032","5-25","5-25","5-25","F","0"
"SK51841033","5-25","<5","5-25","T","0"
"SK51841034","5-25","5-25","5-25","T","0"
"SK51841035","51-100","26-50","101-250","T","0"
"SK51841036","251-500","51-100","101-250","T","0"
"SK51841038","5-25","5-25","5-25","T","0"
"SK51841039","5-25","<5","<5","T","0"
"SK51841040","5-25","<5","5-25","T","0"
"SK51841041","5-25","5-25","5-25","T","0"
"SK51841042","<5","<5","<5","T","0"
"SK51841045","<5","<5","<5","T","0"
"SK51841046","<5","<5","<5","T","0"
"SK51841047","<5","<5","<5","T","0"
"SK51841048","5-25","<5","<5","T","0"
"SK51841050","26-50","5-25","5-25","T",">25% - 50%"
"SK51841051","5-25","<5","<5","T",">0% - 25%"
"SK51841052","5-25","<5","<5","T","0"
"SK51841053","5-25","<5","<5","T","0"
"SK51841054","5-25","5-25","5-25","T","0"
"SK51841056","5-25","<5","<5","T","0"
"SK51841057","5-25","5-25","5-25","T","0"
"SK51841058","<5","<5","<5","T","0"
"SK51841059","26-50","5-25","5-25","T","0"
"SK51841061","5-25","<5","<5","T","0"
"SK51841062","26-50","<5","<5","T","0"
"SK51841063","5-25","5-25","5-25","T","0"
"SK51841064","251-500","101-250","101-250","T","0"
"SK51841065","501+","5-25","5-25","T","0"
"SK51841067","NA","NA","NA","F","0"
"SK51841068","51-100","5-25","5-25","T","0"
"SK51841070","5-25","5-25","5-25","T","0"
"SK51841071","5-25","5-25","5-25","T","0"
"SK51841073","5-25","5-25","5-25","T","0"
"SK51841074","5-25","<5","<5","T","0"
"SK51841075","<5","<5","<5","T","0"
"SK51841076","5-25","<5","<5","T","0"
"SK51841077","5-25","<5","<5","T","0"
"SK51841079","NA","NA","NA","F","0"
"SK51841080","5-25","<5","<5","T","0"
"SK51841081","5-25","<5","<5","F","0"
"SK51841082","5-25","<5","<5","F","0"
"SK51841083","5-25","5-25","5-25","F","0"
"SK51841085","<5","<5","<5","T","0"
"SK51841086","5-25","<5","<5","T","0"
"SK51841087","5-25","5-25","5-25","T","0"
"SK51841088","5-25","<5","<5","T","0"
"SK51841089","5-25","<5","<5","T","0"
"SK51841091","5-25","5-25","5-25","T","0"
"SK51841092","5-25","<5","<5","T","0"
"SK51841093","5-25","<5","<5","T","0"
"SK51841094","<5","<5","<5","T","0"
"SK51841095","<5","<5","<5","T","0"
"SK51841097","<5","<5","<5","T","0"
"SK51841098","<5","<5","<5","F","0"
"SK51841099","<5","<5","<5","F","0"
"SK51841100","<5","<5","<5","F","0"
"SK51871017","5-25","5-25","5-25","T","0"
"SK51871018","<5","<5","<5","F","0"
"SK51871019","26-50","5-25","26-50","F",">50% - 75%"
"SK51871020","5-25","5-25","5-25","T","0"
"SK51871021","26-50","5-25","5-25","T","0"
"SK51871023","51-100","51-100","51-100","T","0"
"SK51871024","26-50","5-25","5-25","T","0"
"SK51871025","5-25","<5","5-25","T","0"
"SK51871026","5-25","5-25","5-25","T","0"
"SK51871027","5-25","5-25","5-25","T","0"
"SK51871029","5-25","5-25","5-25","T","0"
"SK51871030","5-25","<5","5-25","F","0"
"SK51871031","5-25","<5","<5","T","0"
"SK51871032","5-25","<5","<5","F","0"
"SK51871033","5-25","5-25","5-25","T","0"
"SK51871035","51-100","26-50","26-50","T","0"
"SK51871036","5-25","<5","<5","T","0"
"SK51871037","51-100","5-25","26-50","T","0"
"SK51871038","5-25","<5","<5","T","0"
"SK51871041","<5","<5","<5","T","0"
"SK51871042","5-25","5-25","5-25","T","0"
"SK51871045","5-25","<5","5-25","T","0"
"SK51871047","5-25","<5","<5","T","0"
"SK51871048","<5","<5","<5","T","0"
"SK51871049","5-25","5-25","5-25","T","0"
"SK51871050","501+","501+","501+","T",">75% -  100%"
"SK51871051","5-25","<5","5-25","T","0"
"SK51871053","5-25","5-25","5-25","T","0"
"SK51871054","<5","<5","<5","T","0"
"SK51871055","5-25","<5","<5","T","0"
"SK51871056","5-25","5-25","5-25","T","0"
"SK51871057","5-25","<5","<5","T","0"
"SK51871059","5-25","<5","<5","T","0"
"SK51871060","5-25","<5","<5","T","0"
"SK51871061","5-25","<5","<5","T","0"
"SK51871062","5-25","<5","<5","T","0"
"SK51871064","26-50","5-25","5-25","T","0"
"SK51871065","51-100","26-50","26-50","T","0"
"SK51871066","NA","NA","NA","F","0"
"SK51871067","251-500","101-250","101-250","T","0"
"SK51871068","101-250","51-100","101-250","T","0"
"SK51871070","26-50","5-25","5-25","T","0"
"SK51871071","5-25","5-25","5-25","T","0"
"SK51871072","26-50","5-25","5-25","T","0"
"SK51871073","5-25","5-25","5-25","T","0"
"SK51871074","<5","<5","<5","T","0"
"SK51871076","<5","<5","<5","T","0"
"SK51871077","<5","<5","<5","T","0"
"SK51871078","<5","<5","<5","T","0"
"SK51871079","<5","<5","<5","F","0"
"SK51871080","5-25","<5","<5","F","0"
"SK51871082","5-25","<5","<5","F","0"
"SK51871083","5-25","<5","5-25","F","0"
"SK51871084","<5","<5","<5","F","0"
"SK51871085","5-25","<5","<5","T","0"
"SK51871086","<5","<5","<5","T","0"
"SK51871088","5-25","<5","<5","F","0"
"SK51871089","5-25","<5","<5","T","0"
"SK51871090","<5","<5","<5","T","0"
"SK51871091","5-25","5-25","5-25","T","0"
"SK51871092","5-25","<5","<5","T","0"
"SK51871094","<5","<5","<5","T","0"
"SK51871095","5-25","<5","<5","T","0"
"SK51871096","26-50","5-25","26-50","T","0"
"SK51871097","5-25","<5","<5","T","0"
"SK51871098","<5","<5","<5","T","0"
"SK51871100","5-25","<5","<5","F","0"
"SK51901016","5-25","<5","<5","T","0"
"SK51901017","26-50","5-25","26-50","T","0"
"SK51901018","<5","<5","<5","F","0"
"SK51901020","5-25","5-25","5-25","F","0"
"SK51901021","251-500","101-250","101-250","T",">75% -  100%"
"SK51901022","26-50","5-25","5-25","T","0"
"SK51901023","26-50","5-25","5-25","T","0"
"SK51901024","5-25","5-25","5-25","T","0"
"SK51901026","5-25","5-25","5-25","T","0"
"SK51901027","5-25","5-25","5-25","T","0"
"SK51901028","5-25","<5","5-25","T","0"
"SK51901029","5-25","5-25","5-25","F","0"
"SK51901030","5-25","<5","5-25","F","0"
"SK51901032","5-25","5-25","5-25","T","0"
"SK51901033","<5","<5","<5","T","0"
"SK51901034","5-25","5-25","5-25","T","0"
"SK51901035","5-25","5-25","5-25","T","0"
"SK51901036","26-50","5-25","5-25","T","0"
"SK51901038","5-25","<5","<5","T","0"
"SK51901039","<5","<5","<5","T","0"
"SK51901042","<5","<5","<5","T","0"
"SK51901045","<5","<5","<5","T","0"
"SK51901046","5-25","<5","<5","T","0"
"SK51901047","<5","<5","<5","T","0"
"SK51901048","5-25","<5","<5","T","0"
"SK51901050","5-25","5-25","5-25","T","0"
"SK51901051","5-25","5-25","5-25","T","0"
"SK51901052","101-250","26-50","51-100","T","0"
"SK51901053","5-25","<5","<5","T","0"
"SK51901054","51-100","26-50","26-50","T","0"
"SK51901056","5-25","5-25","5-25","T","0"
"SK51901057","<5","<5","<5","T","0"
"SK51901058","5-25","<5","<5","T","0"
"SK51901059","<5","<5","<5","T","0"
"SK51901061","501+","251-500","251-500","T",">75% -  100%"
"SK51901062","26-50","5-25","5-25","T","0"
"SK51901063","5-25","<5","5-25","T","0"
"SK51901064","51-100","5-25","5-25","T","0"
"SK51901065","101-250","26-50","26-50","T","0"
"SK51901067","NA","NA","NA","F","0"
"SK51901068","26-50","5-25","26-50","T","0"
"SK51901069","51-100","5-25","26-50","T","0"
"SK51901070","51-100","5-25","5-25","T","0"
"SK51901071","101-250","51-100","101-250","T","0"
"SK51901073","5-25","<5","<5","T","0"
"SK51901074","51-100","<5","<5","T","0"
"SK51901075","5-25","<5","5-25","T","0"
"SK51901076","5-25","<5","<5","T","0"
"SK51901077","<5","<5","<5","F","0"
"SK51901079","<5","<5","<5","T","0"
"SK51901080","5-25","<5","<5","T","0"
"SK51901081","5-25","<5","<5","F","0"
"SK51901082","<5","<5","<5","F","0"
"SK51901083","<5","<5","<5","F","0"
"SK51901085","5-25","5-25","5-25","T","0"
"SK51901086","<5","<5","<5","T","0"
"SK51901087","<5","<5","<5","T","0"
"SK51901088","5-25","5-25","5-25","T","0"
"SK51901089","<5","<5","<5","T","0"
"SK51901091","<5","<5","<5","T","0"
"SK51901092","5-25","5-25","5-25","T","0"
"SK51901093","5-25","<5","<5","T","0"
"SK51901094","<5","<5","<5","T","0"
"SK51901095","5-25","<5","5-25","T","0"
"SK51901097","5-25","<5","<5","T","0"
"SK51901098","<5","<5","<5","F","0"
"SK51901099","<5","<5","<5","T","0"
"SK51901100","<5","<5","<5","F","0"
"SK51921017","5-25","5-25","5-25","F","0"
"SK51921018","<5","<5","<5","F","0"
"SK51921019","5-25","5-25","5-25","F","0"
"SK51921020","<5","<5","<5","F","0"
"SK51921021","5-25","5-25","5-25","T","0"
"SK51921023","5-25","5-25","5-25","T","0"
"SK51921024","101-250","26-50","51-100","T",">75% -  100%"
"SK51921025","26-50","5-25","5-25","T","0"
"SK51921026","5-25","5-25","5-25","T","0"
"SK51921027","5-25","5-25","5-25","T","0"
"SK51921029","5-25","<5","5-25","F","0"
"SK51921030","5-25","5-25","5-25","F","0"
"SK51921031","5-25","<5","5-25","F","0"
"SK51921032","5-25","5-25","5-25","F","0"
"SK51921033","5-25","5-25","5-25","T","0"
"SK51921035","5-25","5-25","5-25","T","0"
"SK51921036","5-25","<5","<5","T","0"
"SK51921037","5-25","<5","<5","T","0"
"SK51921038","501+","251-500","251-500","T","0"
"SK51921039","<5","<5","<5","T","0"
"SK51921045","5-25","<5","<5","T","0"
"SK51921047","5-25","<5","<5","T","0"
"SK51921048","5-25","<5","<5","T","0"
"SK51921049","5-25","<5","<5","T","0"
"SK51921050","5-25","<5","<5","T","0"
"SK51921051","5-25","<5","5-25","T","0"
"SK51921053","5-25","<5","<5","T","0"
"SK51921054","<5","<5","<5","T","0"
"SK51921055","5-25","<5","<5","T","0"
"SK51921056","101-250","51-100","101-250","T","0"
"SK51921057","<5","<5","<5","T","0"
"SK51921059","5-25","5-25","5-25","T","0"
"SK51921060","5-25","<5","<5","T","0"
"SK51921061","5-25","<5","<5","T","0"
"SK51921062","101-250","51-100","51-100","T","0"
"SK51921064","5-25","5-25","5-25","T","0"
"SK51921065","101-250","51-100","51-100","T","0"
"SK51921067","26-50","5-25","5-25","T","0"
"SK51921068","251-500","101-250","101-250","T",">25% - 50%"
"SK51921070","51-100","26-50","26-50","T","0"
"SK51921071","51-100","26-50","26-50","T","0"
"SK51921072","26-50","5-25","5-25","T","0"
"SK51921073","5-25","5-25","5-25","T","0"
"SK51921074","51-100","<5","<5","T","0"
"SK51921076","5-25","<5","<5","T","0"
"SK51921077","<5","<5","<5","T","0"
"SK51921078","5-25","<5","<5","T","0"
"SK51921079","5-25","<5","<5","T","0"
"SK51921080","51-100","<5","<5","T","0"
"SK51921082","<5","<5","<5","F","0"
"SK51921083","5-25","5-25","5-25","T","0"
"SK51921084","NA","NA","NA","F","0"
"SK51921085","5-25","<5","<5","T","0"
"SK51921086","<5","<5","<5","F","0"
"SK51921088","<5","<5","<5","F","0"
"SK51921089","5-25","5-25","5-25","T","0"
"SK51921090","<5","<5","<5","T","0"
"SK51921091","501+","251-500","501+","T","0"
"SK51921092","5-25","<5","<5","T","0"
"SK51921094","<5","<5","<5","T","0"
"SK51921095","<5","<5","<5","T","0"
"SK51921096","5-25","5-25","5-25","T","0"
"SK51921097","5-25","<5","<5","T","0"
"SK51921098","<5","<5","<5","T","0"
"SK51921100","<5","<5","<5","F","0"
"SK51951016","5-25","<5","<5","T","0"
"SK51951017","5-25","<5","<5","T","0"
"SK51951018","5-25","<5","<5","F","0"
"SK51951020","5-25","5-25","5-25","F","0"
"SK51951021","5-25","5-25","5-25","T","0"
"SK51951022","5-25","5-25","5-25","T","0"
"SK51951023","26-50","5-25","5-25","T","0"
"SK51951024","5-25","5-25","5-25","T","0"
"SK51951026","501+","251-500","251-500","T",">75% -  100%"
"SK51951027","501+","501+","501+","T",">75% -  100%"
"SK51951028","5-25","5-25","5-25","T","0"
"SK51951029","5-25","<5","5-25","F","0"
"SK51951030","5-25","<5","<5","F","0"
"SK51951032","5-25","<5","<5","F","0"
"SK51951033","5-25","<5","<5","T","0"
"SK51951034","5-25","5-25","5-25","T","0"
"SK51951035","5-25","<5","5-25","T","0"
"SK51951036","5-25","5-25","5-25","T","0"
"SK51951038","501+","251-500","251-500","T","0"
"SK51951039","5-25","<5","5-25","T","0"
"SK51951040","<5","<5","<5","T","0"
"SK51951041","<5","<5","<5","T","0"
"SK51951042","<5","<5","<5","T","0"
"SK51951045","<5","<5","<5","T","0"
"SK51951046","5-25","5-25","5-25","T","0"
"SK51951047","5-25","<5","<5","T","0"
"SK51951048","5-25","<5","<5","T","0"
"SK51951050","5-25","<5","<5","T","0"
"SK51951051","5-25","5-25","5-25","T","0"
"SK51951052","5-25","<5","<5","T","0"
"SK51951053","<5","<5","<5","T","0"
"SK51951054","5-25","<5","<5","T","0"
"SK51951056","5-25","<5","<5","T","0"
"SK51951057","5-25","5-25","5-25","T","0"
"SK51951058","5-25","5-25","5-25","T","0"
"SK51951059","<5","<5","<5","T","0"
"SK51951061","5-25","<5","<5","T","0"
"SK51951062","5-25","5-25","5-25","T","0"
"SK51951063","51-100","5-25","5-25","T","0"
"SK51951064","26-50","5-25","5-25","T","0"
"SK51951065","501+","101-250","101-250","T",">0% - 25%"
"SK51951067","26-50","5-25","5-25","T","0"
"SK51951068","51-100","5-25","5-25","T","0"
"SK51951069","101-250","26-50","26-50","T","0"
"SK51951070","101-250","51-100","51-100","T","0"
"SK51951071","501+","251-500","251-500","T","0"
"SK51951073","5-25","5-25","5-25","T","0"
"SK51951074","5-25","<5","<5","T","0"
"SK51951075","5-25","5-25","5-25","T","0"
"SK51951076","<5","<5","<5","T","0"
"SK51951077","<5","<5","<5","T","0"
"SK51951079","<5","<5","<5","T","0"
"SK51951080","<5","<5","<5","T","0"
"SK51951081","5-25","<5","<5","F","0"
"SK51951082","<5","<5","<5","T","0"
"SK51951083","<5","<5","<5","T","0"
"SK51951085","101-250","<5","<5","F","0"
"SK51951086","5-25","5-25","5-25","F","0"
"SK51951087","5-25","<5","<5","F","0"
"SK51951088","5-25","<5","<5","F","0"
"SK51951089","5-25","<5","<5","T","0"
"SK51951091","5-25","<5","<5","T","0"
"SK51951092","5-25","<5","<5","T","0"
"SK51951093","<5","<5","<5","T","0"
"SK51951094","5-25","<5","<5","T","0"
"SK51951095","5-25","<5","<5","T","0"
"SK51951097","<5","<5","<5","F","0"
"SK51951098","5-25","<5","<5","T","0"
"SK51951099","<5","<5","<5","F","0"
"SK51981017","5-25","<5","5-25","T","0"
"SK51981018","5-25","<5","<5","T","0"
"SK51981019","<5","<5","<5","F","0"
"SK51981020","5-25","<5","<5","F","0"
"SK51981021","5-25","5-25","5-25","T","0"
"SK51981023","5-25","5-25","5-25","T","0"
"SK51981024","5-25","5-25","5-25","T","0"
"SK51981025","5-25","5-25","5-25","T","0"
"SK51981026","26-50","5-25","5-25","T","0"
"SK51981027","26-50","5-25","26-50","T","0"
"SK51981029","5-25","5-25","5-25","T","0"
"SK51981030","26-50","5-25","26-50","F","0"
"SK51981031","5-25","<5","5-25","F","0"
"SK51981032","5-25","<5","5-25","F","0"
"SK51981033","5-25","<5","<5","T","0"
"SK51981035","5-25","5-25","5-25","T","0"
"SK51981036","5-25","<5","<5","T","0"
"SK51981037","5-25","<5","<5","T","0"
"SK51981038","51-100","5-25","5-25","T","0"
"SK51981039","5-25","<5","5-25","T","0"
"SK51981041","5-25","<5","<5","T","0"
"SK51981042","26-50","<5","<5","T","0"
"SK51981043","<5","<5","<5","T","0"
"SK51981045","5-25","5-25","5-25","T","0"
"SK51981047","5-25","<5","<5","T","0"
"SK51981048","5-25","5-25","5-25","T","0"
"SK51981049","5-25","5-25","5-25","T","0"
"SK51981050","<5","<5","<5","T","0"
"SK51981051","5-25","<5","<5","T","0"
"SK51981053","5-25","<5","<5","T","0"
"SK51981054","5-25","<5","<5","T","0"
"SK51981055","5-25","<5","<5","T","0"
"SK51981056","5-25","<5","<5","T","0"
"SK51981057","5-25","<5","5-25","T","0"
"SK51981059","251-500","101-250","101-250","T",">75% -  100%"
"SK51981060","5-25","<5","<5","T","0"
"SK51981061","5-25","<5","5-25","T","0"
"SK51981062","5-25","5-25","5-25","T","0"
"SK51981064","501+","101-250","101-250","T","0"
"SK51981065","101-250","51-100","51-100","T",">25% - 50%"
"SK51981066","101-250","26-50","26-50","T","0"
"SK51981067","101-250","51-100","51-100","T","0"
"SK51981068","101-250","51-100","51-100","T","0"
"SK51981070","251-500","101-250","101-250","T",">75% -  100%"
"SK51981071","51-100","26-50","26-50","T","0"
"SK51981072","26-50","5-25","5-25","T","0"
"SK51981073","5-25","5-25","5-25","T","0"
"SK51981074","5-25","5-25","5-25","T","0"
"SK51981076","<5","<5","<5","T","0"
"SK51981077","<5","<5","<5","T","0"
"SK51981078","5-25","<5","5-25","F","0"
"SK51981079","5-25","<5","<5","T","0"
"SK51981080","26-50","5-25","5-25","F","0"
"SK51981082","<5","<5","<5","F","0"
"SK51981083","<5","<5","<5","T","0"
"SK51981084","5-25","5-25","5-25","T","0"
"SK51981085","<5","<5","<5","F","0"
"SK51981086","5-25","<5","<5","F","0"
"SK51981088","<5","<5","<5","F","0"
"SK51981089","5-25","<5","<5","T","0"
"SK51981090","<5","<5","<5","T","0"
"SK51981091","5-25","5-25","5-25","T","0"
"SK51981092","5-25","<5","<5","T","0"
"SK51981094","<5","<5","<5","T","0"
"SK51981095","-","<5","<5","T","0"
"SK51981096","<5","<5","<5","T","0"
"SK51981097","5-25","<5","<5","F","0"
"SK51981098","5-25","<5","5-25","T","0"
"SK51981100","<5","<5","<5","F","0"
"SK52011016","<5","<5","<5","F","0"
"SK52011017","5-25","<5","<5","T","0"
"SK52011018","<5","<5","<5","F","0"
"SK52011020","5-25","5-25","5-25","F","0"
"SK52011021","5-25","5-25","5-25","F","0"
"SK52011022","5-25","5-25","5-25","T","0"
"SK52011023","5-25","5-25","5-25","T","0"
"SK52011024","5-25","<5","5-25","T","0"
"SK52011026","5-25","5-25","5-25","T","0"
"SK52011027","26-50","5-25","5-25","T","0"
"SK52011028","51-100","5-25","26-50","T","0"
"SK52011029","5-25","5-25","5-25","F","0"
"SK52011030","26-50","5-25","5-25","F","0"
"SK52011032","5-25","5-25","5-25","F","0"
"SK52011033","5-25","<5","<5","T","0"
"SK52011034","5-25","5-25","5-25","T","0"
"SK52011035","5-25","<5","<5","T","0"
"SK52011036","5-25","5-25","5-25","T","0"
"SK52011038","<5","<5","<5","T","0"
"SK52011039","5-25","5-25","5-25","T","0"
"SK52011040","5-25","<5","<5","T","0"
"SK52011041","26-50","5-25","5-25","T","0"
"SK52011042","5-25","<5","<5","T","0"
"SK52011044","<5","<5","<5","T","0"
"SK52011045","<5","<5","<5","T","0"
"SK52011046","5-25","5-25","5-25","T","0"
"SK52011047","251-500","101-250","101-250","T",">75% -  100%"
"SK52011048","5-25","<5","5-25","T","0"
"SK52011050","<5","<5","<5","T","0"
"SK52011051","5-25","5-25","5-25","T","0"
"SK52011052","5-25","<5","<5","T","0"
"SK52011053","5-25","<5","<5","T","0"
"SK52011054","5-25","<5","<5","T","0"
"SK52011056","5-25","<5","<5","T","0"
"SK52011057","5-25","<5","<5","T","0"
"SK52011058","5-25","<5","5-25","T","0"
"SK52011059","5-25","<5","<5","T","0"
"SK52011061","51-100","26-50","26-50","T","0"
"SK52011062","26-50","5-25","5-25","T","0"
"SK52011063","51-100","5-25","5-25","T","0"
"SK52011064","101-250","51-100","51-100","T","0"
"SK52011065","101-250","51-100","51-100","T","0"
"SK52011067","251-500","101-250","101-250","T","0"
"SK52011068","51-100","26-50","26-50","T","0"
"SK52011069","101-250","51-100","51-100","T","0"
"SK52011070","51-100","26-50","26-50","T",">50% - 75%"
"SK52011071","5-25","<5","5-25","T","0"
"SK52011073","5-25","5-25","5-25","T","0"
"SK52011074","<5","<5","<5","T","0"
"SK52011075","5-25","<5","5-25","T","0"
"SK52011076","5-25","<5","5-25","T","0"
"SK52011077","5-25","<5","<5","F","0"
"SK52011079","5-25","<5","<5","T","0"
"SK52011080","5-25","5-25","5-25","T","0"
"SK52011081","26-50","5-25","5-25","F","0"
"SK52011082","5-25","<5","<5","T","0"
"SK52011083","<5","<5","<5","T","0"
"SK52011085","5-25","<5","<5","F","0"
"SK52011086","5-25","<5","<5","F","0"
"SK52011087","5-25","<5","<5","F","0"
"SK52011088","5-25","<5","<5","F","0"
"SK52011089","5-25","<5","<5","F","0"
"SK52011091","<5","<5","<5","T","0"
"SK52011092","5-25","5-25","5-25","T","0"
"SK52011093","5-25","<5","<5","T","0"
"SK52011094","<5","<5","<5","T","0"
"SK52011095","<5","<5","<5","F","0"
"SK52011097","5-25","<5","<5","F","0"
"SK52011098","<5","<5","<5","T","0"
"SK52011099","5-25","<5","<5","F","0"
"SK52011100","<5","<5","<5","F","0"
"SK52031017","5-25","<5","<5","T","0"
"SK52031018","<5","<5","<5","T","0"
"SK52031019","5-25","<5","<5","F","0"
"SK52031020","5-25","5-25","5-25","T","0"
"SK52031021","5-25","<5","<5","F","0"
"SK52031023","26-50","5-25","5-25","T","0"
"SK52031024","5-25","<5","5-25","T","0"
"SK52031025","5-25","5-25","5-25","T","0"
"SK52031026","26-50","5-25","5-25","T","0"
"SK52031027","26-50","5-25","5-25","T","0"
"SK52031029","5-25","5-25","5-25","T","0"
"SK52031030","5-25","5-25","5-25","F","0"
